"","ds","tv_spend","digital_spend","social_spend","search_spend","radio_spend","nps_score","type","solID","cluster","top_sol"
"19",2022-05-08,18297.9684887027,12634.8685786045,11733.9768755035,1268.36812423399,3367.65420305941,61.5204809911069,"adstockedMedia","1_42_4",6,FALSE
"20",2022-05-15,12252.8801230588,8370.07739380371,3581.00143021384,2845.78451250273,2507.97749460051,52.5182145389578,"adstockedMedia","1_42_4",6,FALSE
"21",2022-05-22,25140.9427700269,17721.6915323576,5403.61319651518,8049.78953967773,2688.04173770454,41.5058750765627,"adstockedMedia","1_42_4",6,FALSE
"22",2022-05-29,13646.7815150473,21035.6258889008,1908.13691506952,6441.73514425318,4384.31855529653,27.1674951785301,"adstockedMedia","1_42_4",6,FALSE
"23",2022-06-05,9507.74360792121,18730.3484888874,10987.5376282346,1771.63326684083,2980.47033098011,51.8550892500067,"adstockedMedia","1_42_4",6,FALSE
"24",2022-06-12,18033.0242783278,17853.5458918796,9339.29606649528,1023.65479425578,2774.68758022072,34.6313040891246,"adstockedMedia","1_42_4",6,FALSE
"25",2022-06-19,26058.4127901219,17530.4488822331,3910.99608124034,5683.48519059149,5846.8025245157,37.3944232488541,"adstockedMedia","1_42_4",6,FALSE
"26",2022-06-26,23077.9962114256,20253.6572494301,8883.62231716326,5325.33367484259,5338.05371067414,39.2051466183036,"adstockedMedia","1_42_4",6,FALSE
"27",2022-07-03,19758.2642303228,19272.0338784167,4614.0764793439,11280.3440542924,3605.4322821868,44.0087694206411,"adstockedMedia","1_42_4",6,FALSE
"28",2022-07-10,17313.0581894495,12047.3883869979,8473.95549246043,4468.30892535711,3965.84598928735,37.848955267296,"adstockedMedia","1_42_4",6,FALSE
"29",2022-07-17,15426.5652172675,11438.1454307163,4842.41641158472,2280.88737988551,2349.13708439087,46.656260490753,"adstockedMedia","1_42_4",6,FALSE
"30",2022-07-24,28872.3634925997,29854.2866111643,4310.72407554709,3198.5285695225,2384.97181430968,39.7466758136561,"adstockedMedia","1_42_4",6,FALSE
"31",2022-07-31,25350.1523083604,13154.2132247284,3061.8583299984,2466.01776770183,3290.33484507187,54.8696664600043,"adstockedMedia","1_42_4",6,FALSE
"32",2022-08-07,18500.2652221388,10864.1050735469,5754.39220340813,5698.10791818228,3443.87233299762,60.5703048827957,"adstockedMedia","1_42_4",6,FALSE
"33",2022-08-14,14424.5430775639,18705.3328824571,4669.24416368613,3029.12695462469,3859.48470887338,50.1113635836144,"adstockedMedia","1_42_4",6,FALSE
"34",2022-08-21,23569.3608810383,12036.3823711659,5669.90176368266,2753.1719773603,4449.77895013668,53.2352154359989,"adstockedMedia","1_42_4",6,FALSE
"35",2022-08-28,31150.8045192602,16351.525002518,1734.76286467727,1716.04829681699,4192.79859706337,73.3865045831992,"adstockedMedia","1_42_4",6,FALSE
"36",2022-09-04,32391.4041631479,14391.5886672511,8146.41970124808,4690.42178463314,4009.63923620462,36.1525944984757,"adstockedMedia","1_42_4",6,FALSE
"37",2022-09-11,17900.0200335036,10640.7260567377,10594.3012429202,2251.85394248083,3619.25371842449,31.2654982024044,"adstockedMedia","1_42_4",6,FALSE
"38",2022-09-18,16663.2597122931,5627.62544500221,5510.74572556158,3939.39381963819,2343.28629371233,53.8159254405521,"adstockedMedia","1_42_4",6,FALSE
"39",2022-09-25,15095.9961242723,11070.8480444906,12959.9742042182,9142.70915023894,4007.61180888648,71.4518076551469,"adstockedMedia","1_42_4",6,FALSE
"40",2022-10-02,16680.1038977958,8886.55677688583,12517.3216232431,2629.42621725468,3336.91445068914,46.9350303929859,"adstockedMedia","1_42_4",6,FALSE
"41",2022-10-09,26438.9986197223,10802.1387058844,7501.90006282266,7302.77918992255,3910.62721274989,67.9780245606032,"adstockedMedia","1_42_4",6,FALSE
