"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","nrmse_val","digital_spend_thetas","nps_score_thetas","radio_spend_thetas","search_spend_thetas","social_spend_thetas","tv_spend_thetas","digital_spend_alphas","nps_score_alphas","radio_spend_alphas","search_spend_alphas","social_spend_alphas","tv_spend_alphas","digital_spend_gammas","nps_score_gammas","radio_spend_gammas","search_spend_gammas","social_spend_gammas","tv_spend_gammas","cluster","n","top_sol"
"62","1_59_3",0,0.261903916926603,0.239540434730329,0.250203772370034,0.19856108880544,0.239540434730329,0.510490266342405,0.30596516346369,0,0.550118484811048,1,0.20787966703124,0.824032703777442,0.0221249057257612,0.972773068549648,0.833607604294076,0.839000885868472,0.323976867497967,0.888369994844272,0.981768990610389,0.264758859849969,0.270437573214934,0.914417822601451,0.26702674141423,1,6,FALSE
"63","1_60_2",0,0.24907309756353,0.247592130061167,0.257921866149296,0.203005774532125,0.247592130061167,0.597927161290402,0.497676916556115,0.444886042112874,0.114151032279936,0.803793679790769,0.607846399277968,0.83160216913518,0.646649580901749,0.712255829897476,0.431780532108958,0.914790586584728,0.244445523031465,0.105913076700542,0.537219698430467,0.686405973719775,0.378274392453988,0.869825269251524,0.424385605460698,2,22,FALSE
"64","1_61_1",0,0.578208134283617,0.178492302952581,0.196045597225264,0.0889145167206503,0.178492302952581,0.819691570996761,0.677814790460742,0.523471117869579,0.220344401551352,0.361128287998785,0.107394573646497,0.313299381766235,0.93831848415946,0.907632872801533,0.144302281406054,0.902799878430906,0.716166007290644,0.239890137652991,0.428054028360685,1,0.663435590292476,0.332038095321753,0.894665315391355,6,32,FALSE
"65","1_61_2",0,0.245128634574905,0.221248009219709,0.241413217215323,0.188053387690913,0.221248009219709,0.608421930281745,0.558532905011541,0.518580401013731,0.335625951384816,0.757005733194954,0.48270886691141,0.783473530792639,0.723650506883427,0.807558374734843,0.415345019173811,0.897901416554974,0.374955713379108,0.315002069525189,0.327899097545533,0.556988776327072,0.510161839561377,0.631780778485372,0.523366289730603,2,22,FALSE
"66","1_61_3",0,0.27862713855961,0.232857625936832,0.24430865752252,0.190907016737752,0.232857625936832,0.523741477489554,0.29510835947939,0.159513175151276,0.367406786994346,0.983871730850462,0.723756769889663,0.862244572854493,0.084316238230575,0.94991155583819,0.57349755446274,0.846464094920085,0.236126933244571,1,0.968750424436865,0.504020945593173,0.414799049565384,0.817276480213896,0.197544160720126,1,6,FALSE
"67","1_62_3",0,0.232334238516566,0.242820280661291,0.252046366341691,0.207820541542819,0.242820280661291,0.526163749523842,0.451581574602439,0.23507861443186,0.0560465959176105,0.942537310521148,0.674570293454262,0.774762522699937,0.523935128450194,0.777603339507754,0.337188835112132,0.92124644320701,0.250022708821847,0.129094151114641,0.584979985218395,0.952603095891155,0.363342193642797,0.903327915560819,0.364161844003147,2,22,FALSE
"68","1_62_4",0,0.385850301879518,0.227185788433516,0.255458368760388,0.205547768728119,0.227185788433516,0.707535865705714,0.6063064590402,0.457502199757333,0.861607459704342,0.517609344344271,0.572481947634991,0.824498647235185,0.519425325824204,0.854774407613972,0.404428309925568,0.691157363539753,0.540820442122621,0.284859543532003,0.502036033526624,0.693344403825452,0.436661712874894,0.389038742783466,0.601369506853222,3,18,FALSE
"69","1_63_1",0,0.243717513589245,0.256858843153455,0.266335458971498,0.216975243399409,0.256858843153455,0.0911015720132671,0.672731411859629,0.410196237876277,0.208655961881747,0.911473481298903,0.648168308139281,0.548313125197987,0.370942896267597,0,0.521683752389556,0.879711092418572,0.238301117448743,0.338060912533928,0.187288284323341,0.541544257881316,0.669705200463794,0.397711623796643,0.289498124249692,4,8,FALSE
"70","1_63_2",0,0.289881208024344,0.190414624466045,0.205657361395562,0.139268575377085,0.190414624466045,0.596785392633269,0.213841039531031,0.447151708565448,0.743262140112103,0.624285146336188,0.0540562100151227,0.48373699520996,0.53594047655827,0.833322237767997,0.49604414141514,0.85025763310758,0.609020559709798,0.580887406729667,0.624992863544201,0.42310318104216,0.2343111130423,0.48640665837867,0.784651382769397,6,32,FALSE
"71","1_63_4",0,0.261980292547776,0.255017493567608,0.265085146244376,0.210756487059103,0.255017493567608,0.589065391462588,0.246300109988031,0.601644281004269,0.559559879750991,0.830194628219096,0.783415272489967,0.622991429085834,0.517741448500483,0.968455619880002,0.374627768752952,0.832082315890812,0.258591365400248,0.15149095501059,0.842711714536314,0.812074744927918,0.682002533077584,0.791875256001175,0.362238414629598,3,18,FALSE
"72","1_64_1",0,0.279979561032631,0.238701787334624,0.17808894553591,0.0890366669073174,0.238701787334624,0.979481399897072,0.413543785818783,0.513577698622616,0.600415880242361,0.417467596013971,0.599210951367978,0.367527404750542,0.432420825174567,0.969589919460373,0.388504613211105,0.869036863162712,0.413184266533548,0.431094919005942,0.418008713945267,0.663414849788887,0.622230365407781,0.590959626268132,0.436524186832756,3,18,TRUE
"73","1_64_3",0,0.227612534648699,0.248167049965954,0.256500912246517,0.213285144877497,0.248167049965954,0.372232826232792,0.956906899337152,0.397444776077731,0.114463874914374,0.555872111505682,0.416077458352022,0.426698156990337,0.517290600474016,0.725630265308027,0.318508486127349,0.813514839403272,0.194203109689463,0.364109393094479,0.88722942976244,0.833287168036801,0.503703942815628,0.444322576023795,0,2,22,FALSE
"74","1_64_4",0,0.247027919973435,0.259998285909433,0.267191857840082,0.216161301878085,0.259998285909433,0.502494084150435,0.40366499022715,0.626588531136158,0.644492845705827,0.931453263720998,0.811764133717797,0.0440872467171869,0.639855800450472,0.869925478408272,0.733168828017884,0.832737389763729,0.383589107878127,0.206115403218596,0.255638298525307,0.47861597906902,0,0.619755262135908,0.542218907303164,3,18,FALSE
"75","1_65_1",0,0.29976530964223,0.177038933456306,0.192470095452014,0.0936096492933476,0.177038933456306,0.6164833718029,0.55598767912561,0.429955161101926,0,0.770441091205311,0.245225996026303,0.689094381574118,1,0.707615290041685,0.22115847767322,0.935061950431001,0.534719058943083,0.190699054046353,0.14781762272274,0.94993987176354,0.500975503101548,0.946719964815662,0.816940628028669,2,22,TRUE
"76","1_65_2",0,0.364852125911196,0.173438267035538,0.191150925474283,0.090739352431645,0.173438267035538,1,0.224486671466453,0.377436815823049,0.0378601234045153,0.990867660011578,0.516024897909592,0.489149796798287,0.589358485986142,0.903052542190387,0.281689402774301,0.933551069116786,0.27756247579255,0.32692309164291,0.787161702077638,0.780440642737261,0.418607234562065,0.839237658884463,0.537795908776627,2,22,FALSE
"77","1_66_1",0,0.263093747547185,0.246609182229517,0.25625284625505,0.203341307206778,0.246609182229517,0.563173342574813,0.406927248365299,0.404236072403119,0.482270712800817,0.726935174811089,0.415502723603803,0.504469168588129,0.179229929545305,0.896732438702458,0.632324069504385,0.849869923081159,0.387251673019554,0.448893237833272,0.564602460065136,0.825595480221638,0.657255533201058,0.459336049880124,0.447157201370257,3,18,FALSE
"78","1_66_2",0,0.26352793299289,0.25371023894446,0.253985003859993,0.211027378257681,0.25371023894446,0,0.405722312848543,0.784815128142322,0.943889951621935,0.585731603733185,0.958816636632487,0.99434435676668,0.629993369573095,0.651339833472847,0.331297175170505,0.723253157573496,0.300646923556055,0.347877955569817,0.100106836010532,0.659867681683121,0.174975347929603,0.598691624131713,0.319597292255884,3,18,FALSE
"79","1_66_3",0,0.285273420680491,0.170140775811398,0.189297839190884,0.0938202976780927,0.170140775811398,0.526686374496363,0.26322355797289,0.386297461218758,0.613799595354483,0,0.0622391309504732,0.48570512143597,0.479530381067265,0.823309960483004,0.527810615063598,0.849346329529594,0.800210833590595,0.556319530033193,0.548830165504382,0.520228153080999,0.637297695789978,0.0960894788041247,0.913730539771073,6,32,FALSE
"80","1_67_3",0,0.254059165293337,0.251369124326478,0.265702016417102,0.209473960062033,0.251369124326478,0.145693139506069,0.980847134102985,0.642114331112594,0.461416949379264,0.26630390746511,0.397305043224602,0.163252220244088,0.53855012948785,0.707973241219616,0.537115837759049,0.922680899306391,0.215061239713277,0.444674123754945,0.503424911614046,0.543015115749723,0.444643948568423,0.307037864449799,0.0258496616471529,5,12,FALSE
"81","1_67_4",0,0.240757493350518,0.234491187359858,0.245582327147981,0.189101213396023,0.234491187359858,0.315039121271363,0.497676916556115,0.444886042112874,0.114151032279936,0.803793679790769,0.607846399277968,0.517699318603472,0.751813161720402,0.712255829897476,0.431780532108958,0.914790586584728,0.244445523031465,0.380475192915753,0.537219698430467,0.686405973719775,0.378274392453988,0.869825269251524,0.424385605460698,2,22,FALSE
"82","1_68_3",0,0.391863269422884,0.178830743434504,0.197970474345591,0.0877993244165981,0.178830743434504,0.819691570996761,0.677814790460742,0.481605531605817,0.312819915525673,0.361128287998785,0.107394573646497,0.313299381766235,0.93831848415946,0.838272822574881,0.270518834728671,0.817860511300097,0.716166007290644,0.239890137652991,0.428054028360685,0.763095976515279,0.641160230136987,0.332038095321753,0.894665315391355,6,32,FALSE
"83","1_68_4",0,0.565893877574204,0.16945090151678,0.19306195690216,0.091465496298417,0.16945090151678,0.781353589818372,0.322188147185559,0.518580401013731,0.585653648412968,0.315202346698476,0.034514253389835,0.468389362674354,0.513173351806702,0.883436209483586,0.415345019173811,0.866483272381393,0.844879875861934,0.417433182001568,0.419759032208366,0.556988776327072,0.610631186079276,0.123595878644152,0.802342082184246,6,32,FALSE
"84","1_69_2",0,0.273999465200749,0.250856193576559,0.258746399233223,0.216272960308588,0.250856193576559,0.313847019855829,0.421319167325614,0.460072112676216,0.265575140855955,0.30156006496516,0.742694944452729,0.0350422241861905,0.756792084942925,0.724425343556692,0.471824769517057,0.844244745155867,0.616215739743144,0.0921611531275947,0,0,0.299117675112746,0.465759375044602,0.678780643732211,5,12,FALSE
"85","1_70_1",0,0.234394307133304,0.242925524428367,0.252044458028855,0.207807688662319,0.242925524428367,0.403019010865986,0.855841834361479,0.414613510257306,0.0560465959176105,0.942537310521148,0.674570293454262,0.774762522699937,0.518619506166747,0.74345687900625,0.392386096812755,0.92124644320701,0.250022708821847,0.317106344672529,0.826779540874998,0.74431689877725,0.363342193642797,0.903327915560819,0.364161844003147,2,22,FALSE
"86","1_70_3",0,0.400069026484089,0.238746791849909,0.249456915181013,0.195800609421979,0.238746791849909,0.430284178063011,0.155594357828594,0.410196237876277,0.208655961881747,0.560943737221205,0.20549664071393,0.458840787960029,0.595624768089624,0,0.521683752389556,0.768598765218613,0.581984449883692,0.546268666825764,0.263376098885098,0.541544257881316,0.669705200463794,0.346225839218191,0.767824771358365,4,8,TRUE
"87","1_70_4",0,0.421205019760171,0.22297272782227,0.236534113737765,0.180895431448456,0.22297272782227,0.596785392633269,0.299402103944502,0.460587714432828,0.828225115561992,0.475859884412822,0.00750688917289258,0.490705801761598,0.53594047655827,0.82755827087265,0.577237310011145,0.831581611785952,0.708966963420094,0.580887406729667,0.624992863544201,0.29381895777063,0.686193228113043,0.269168948697066,0.912014939382086,6,32,FALSE
"88","1_71_1",0,0.288814984194846,0.23965957235427,0.244387803121348,0.198914790589947,0.23965957235427,0.883501933018871,0,0.473209839999208,0.434336333472928,0.762229482766388,0.904167165203403,0.6485540561455,0.501840511363353,0.796540375469897,0.320229855504961,0.799517085812991,0,0.23487304687331,0.970789073159995,0.562586742441747,0.602667757190896,0.624278432299205,0.333248978183517,3,18,FALSE
"89","1_72_2",0,0.245276903114078,0.260031162697255,0.267194603218124,0.216196580900957,0.260031162697255,0.502494084150435,0.40366499022715,0.708027969305604,0.443882879384302,0.931453263720998,0.811764133717797,0.0440872467171869,0.639855800450472,0.869925478408272,0.55458313857552,0.879703925822166,0.383589107878127,0.206115403218596,0.255638298525307,0.328356519044843,0.420075230663035,0.619755262135908,0.542218907303164,3,18,FALSE
"90","1_72_4",0,0.608013938916599,0.225566415395577,0.218119355094499,0.16245178873603,0.225566415395577,0.90334771887247,0.0598103590995268,1,0.515495454470441,0.0318206059225712,0,0.72715669950242,0.595745045935025,0.842147690209117,0.165181587129993,0.858209960925166,0.841722044258138,0.436750180744031,0.683356491600596,0.511975025106886,0.948646491592653,0,1,6,32,FALSE
"91","1_73_2",0,0.260521622655668,0.22708230690573,0.254866283042455,0.205257206501999,0.22708230690573,0.430600065296027,0.488009944034092,0.162197116724174,0.521590128412159,0.746899853328505,0.704776373784315,0.852155115760842,0.449356278331054,0.985997634025137,0.61286926306075,0.864811125958332,0.310933305443303,0.680572955903331,0.903655745023136,0.527798746494728,0.430271922793931,0.907086482813425,0.275760321841098,1,6,FALSE
"92","1_73_3",0,0.277441829850122,0.249013078786061,0.25979547254664,0.209133409791232,0.249013078786061,0.598954112837387,0.678898186928473,0.518364374424385,0.482270712800817,0.726935174811089,0.415502723603803,0.958918579388737,0.650290189322146,0.818555885926925,0.632324069504385,0.849869923081159,0.387251673019554,0,0.404159625799298,0.789981113631814,0.657255533201058,0.459336049880124,0.447157201370257,2,22,FALSE
"93","1_73_4",0,0.256696416512455,0.253846417066172,0.254177263220785,0.21107233358238,0.253846417066172,0,0.405722312848543,0.253351183231104,0.216627906047778,0.585731603733185,0.958816636632487,0.99434435676668,0.629993369573095,0.774177743390226,0.536038317617452,0.826221014747306,0.300646923556055,0.347877955569817,0.100106836010532,0.601882735190912,0.708136509926127,0.598691624131713,0.319597292255884,2,22,FALSE
"94","1_74_1",0,0.262919758642314,0.170653235267313,0.188996446361286,0.0938722882134209,0.170653235267313,0.526686374496363,0.26322355797289,0.256404531902061,0.613799595354483,0,0.0622391309504732,0.48570512143597,0.479530381067265,0.864888419944527,0.527810615063598,0.849346329529594,0.800210833590595,0.556319530033193,0.548830165504382,0.615680895395653,0.637297695789978,0.0960894788041247,0.913730539771073,6,32,TRUE
"95","1_74_3",0,0.230791968747857,0.239375788795474,0.250991257598069,0.198591133327597,0.239375788795474,0.396521737103534,0.812646847517524,0.439039528613631,0.166086279784243,0.577297889236661,0.374437900087865,0.475595571215245,0.534775812431324,0.741524915288387,0.356035144607046,0.817911868774361,0.292335385513884,0.316492557482371,0.85247939085078,0.813559950541438,0.491773794218652,0.458316718388988,0.131753917796516,2,22,FALSE
"96","1_74_4",0,0.458641000878771,0.237783453000773,0.223733560307509,0.178744231370411,0.237783453000773,0.829696536110609,0.0572166950876337,0.769875349734111,0.552435914908594,0.712204607149543,0.081239857019848,0.770275863499608,0.529300518674516,0.859336622495588,0.290162408992491,0.837683928724221,0.283839395192097,0.528856161628827,0.84066828051136,0.669351279672139,0.265066508163391,0.840516824420585,0.862485606884321,6,32,FALSE
"97","1_75_2",0,0.240691575937044,0.234505935390654,0.245670361228155,0.189138117339338,0.234505935390654,0.315039121271363,0.497676916556115,0.444886042112874,0.0751686922492777,0.637043897390216,0.607846399277968,0.517699318603472,0.751813161720402,0.712255829897476,0.341808055255393,0.953634656166666,0.244445523031465,0.380475192915753,0.537219698430467,0.686405973719775,0.276565707471108,0.711836568418341,0.424385605460698,2,22,FALSE
"98","1_75_4",0,0.23683197100138,0.247920961677762,0.256319478839255,0.213145488251073,0.247920961677762,0.417333206759022,0.350128399422617,0.538846232812542,0.43080782839416,0.58019267826458,0.527593170127815,0.541354448239336,0.5287644714509,0.819644900888988,0.222318554281814,0.821632234320555,0.172940070914791,0.351384401644485,0.838516411623972,0.754480215112537,0.736882212303818,0.453903888936108,0.0178087495151151,3,18,FALSE
